Class,Label,RMSE,MAE,NRMSE (by avg),NRMSE (by max),Normalized RMSE (0-1),Avg Count,Max Count,Non-Zero Rate
154,Helmeted Guineafowl,0.07519712384011593,0.0047314059920609,162.90516761114097,0.01879928096002898,0.01879928096002898,0.0004616006,4.0,9.521171623446318e-05
155,Henslow's Sparrow,0.10928822378858934,0.010097512975335121,78.91975785340792,0.027322055947147334,0.027322055947147334,0.0013848018,4.0,0.0007357268981753973
156,Hermit Thrush,0.8297800763165382,0.68022620677948,32.8331483532998,0.1382966793860897,0.13829668088258673,0.025272632,6.0,0.018696118824221862
157,Hooded Merganser,1.142013488539556,0.5111649632453918,17.734978777182793,0.027190797346179907,0.02719079819081448,0.06439328,42.0,0.010776235155627877
158,Hooded Warbler,1.1434777524691269,0.9039870500564575,13.527381322168672,0.03363169860203314,0.03363169686530632,0.08453061,34.0,0.033159644081293495
159,Horned Grebe,1.5889926291139358,0.3546823561191559,28.390546869735168,0.015889926291139358,0.015889927198142712,0.055969074,100.0,0.009382681854378008
160,Horned Lark,0.0480416788416074,0.002308002905920148,832.6103280921009,0.0480416788416074,0.0480416788416074,5.7700076e-05,1.0,0.00019907904303569573
161,House Finch,4.768944356614917,4.479256629943848,6.827240829207856,0.06812777652307024,0.06812777796820912,0.6985171,70.0,0.2208305923899872
162,House Sparrow,5.6344872047224195,5.172061443328857,6.601628934929308,0.06551729307816767,0.06551729926884241,0.85349953,86.0,0.1416750337568812
163,Iceland Gull,0.09334190775857566,0.008712711744010448,0.0,0.0,0.09334190775857566,0.0,0.0,9.521171623446318e-05
164,Inca Dove,0.8731170557817112,0.6672436594963074,20.476308565933383,0.06236550398440794,0.06236550828915914,0.042640354,14.0,0.01578783367378735
165,Indian Peafowl,0.08002942046271715,0.00640470813959837,693.4949364298087,0.08002942046271715,0.08002942046271715,0.00011540015,1.0,0.00023370148530277326
166,Indigo Bunting,5.265228890481879,1.6356240510940552,16.958126676057006,0.009156919809533702,0.009156919569800132,0.3104841,575.0,0.05544784129072465
167,Kentucky Warbler,0.303176876426949,0.06895159184932709,23.45695796755758,0.033686319602994334,0.033686319602994334,0.012924816,9.0,0.007322646539486896
